agency_name,stop_name,number_of_routes_served,route_id(s)_served,route_type,number_of_arrivals,number_of_hours_in_service,x,y,route_type_defined,geometry,county_name,total_arrivals,hqta_type,SB79_tier,route_type_defined	
Santa Clara Valley Transportation Authority,Bowers & Chromite,1,57,3,58,18,-121.976219,37.367573,Bus,POINT (-121.976219 37.367573),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Bowers & Walsh,1,57,3,58,18,-121.977599,37.3737640000001,Bus,POINT (-121.977599 37.3737640000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Landess & Morrill / Park Victoria,1,71,3,58,19,-121.874557,37.4160370010001,Bus,POINT (-121.874557 37.4160370010001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Landess & Ashwood,1,71,3,58,19,-121.870219,37.4179040000001,Bus,POINT (-121.870219 37.4179040000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Landess & Corktree,1,71,3,58,19,-121.867333,37.4191700000001,Bus,POINT (-121.867333 37.4191700000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Landess & Edgehill,1,71,3,58,19,-121.862677,37.4212230000001,Bus,POINT (-121.862677 37.4212230000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Madrid,1,71,3,58,19,-121.86031,37.420806,Bus,POINT (-121.86031 37.420806),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Rowley,1,71,3,58,19,-121.859125,37.4192409990001,Bus,POINT (-121.859125 37.4192409990001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,White & Gay,1,71,3,58,19,-121.831754001,37.370034,Bus,POINT (-121.831754001 37.370034),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,White & Alum Rock,1,71,3,58,20,-121.828438,37.366117,Bus,POINT (-121.828438 37.366117),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Cropley,1,71,3,58,19,-121.856167,37.4154570000001,Bus,POINT (-121.856167 37.4154570000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Farthing,1,71,3,58,19,-121.854737,37.413264,Bus,POINT (-121.854737 37.413264),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Isadora,1,71,3,58,19,-121.853587,37.4114460000001,Bus,POINT (-121.853587 37.4114460000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Piedmont & Hostetter,1,71,3,58,19,-121.851964,37.40876,Bus,POINT (-121.851964 37.40876),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Mattos,1,71,3,58,19,-121.84943,37.4045760000001,Bus,POINT (-121.84943 37.4045760000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Piedmont & Pinnacle,1,71,3,58,19,-121.848665999,37.4030720000001,Bus,POINT (-121.848665999 37.4030720000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Sierra,1,71,3,58,19,-121.847482,37.4006870000001,Bus,POINT (-121.847482 37.4006870000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,Piedmont & Berryesa,1,71,3,58,19,-121.84539,37.396322001,Bus,POINT (-121.84539 37.396322001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Piedmont & Noble,1,71,3,58,19,-121.843756,37.3929900000001,Bus,POINT (-121.843756 37.3929900000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,White & Nashville,1,71,3,58,19,-121.840931,37.381941,Bus,POINT (-121.840931 37.381941),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,White & Warm Springs,1,71,3,58,19,-121.833322,37.3720730000001,Bus,POINT (-121.833322 37.3720730000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,White & Story,1,71,3,58,20,-121.818975,37.3557750000001,Bus,POINT (-121.818975 37.3557750000001),Santa Clara,388,,,
Santa Clara Valley Transportation Authority,White & Sienna,1,71,3,58,20,-121.815542,37.3520300010001,Bus,POINT (-121.815542 37.3520300010001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,White & McKinley,1,71,3,58,20,-121.811923,37.3480420000001,Bus,POINT (-121.811923 37.3480420000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,White & Rocky Mountain,1,71,3,58,20,-121.810387,37.346324,Bus,POINT (-121.810387 37.346324),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,White & Ocala,1,71,3,58,20,-121.808402,37.3440840000001,Bus,POINT (-121.808402 37.3440840000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,White & Cunningham,1,71,3,58,20,-121.805859,37.3412240000001,Bus,POINT (-121.805859 37.3412240000001),Santa Clara,234,,,
Santa Clara Valley Transportation Authority,White & Lake Cunningham,1,71,3,58,20,-121.80377,37.3389340000001,Bus,POINT (-121.80377 37.3389340000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,White & Glen Como,1,71,3,58,20,-121.799928,37.3330940000001,Bus,POINT (-121.799928 37.3330940000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,White & Glen Donegel,1,71,3,58,20,-121.798955,37.3301220000001,Bus,POINT (-121.798955 37.3301220000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Palo Alto Veterans Hospital,2,"89, Express 104",3,58,13,-122.141377001,37.4038870000001,Bus,POINT (-122.141377001 37.4038870000001),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,West Valley College (Bay 4),1,26,3,58,17,-122.013012,37.26631,Bus,POINT (-122.013012 37.26631),Santa Clara,116,,,
Santa Clara Valley Transportation Authority,Evelyn & Bayview,2,"20, 21",3,59,17,-122.025721,37.37618,Bus,POINT (-122.025721 37.37618),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Monroe & El Camino,2,"21, 59",3,59,17,-121.950941,37.3537230000001,Bus,POINT (-121.950941 37.3537230000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Ranch & Ranch (Taco Bell),1,47,3,59,16,-121.921066,37.427605,Bus,POINT (-121.921066 37.427605),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Santa Clara Transit Center (Bay 7),1,21,3,59,17,-121.936901,37.352424,Bus,POINT (-121.936901 37.352424),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Bowers & Scott,1,57,3,59,18,-121.977936001,37.380056,Bus,POINT (-121.977936001 37.380056),Santa Clara,292,,,
Santa Clara Valley Transportation Authority,Bowers & Central,1,57,3,59,18,-121.977933,37.3777210000001,Bus,POINT (-121.977933 37.3777210000001),Santa Clara,250,,,
Santa Clara Valley Transportation Authority,Bowers & Kifer,1,57,3,59,18,-121.977839001,37.373447001,Bus,POINT (-121.977839001 37.373447001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Kiely & El Camino,1,57,3,59,18,-121.977766,37.3519440000001,Bus,POINT (-121.977766 37.3519440000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Kiely & Ruth,1,57,3,59,18,-121.974519001,37.3348090000001,Bus,POINT (-121.974519001 37.3348090000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Saratoga & Kiely,1,57,3,59,18,-121.973104,37.3195880000001,Bus,POINT (-121.973104 37.3195880000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Saratoga & Moorpark,1,57,3,59,18,-121.976396001,37.3154490000001,Bus,POINT (-121.976396001 37.3154490000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Saratoga & Venice,1,57,3,59,18,-121.979147999,37.304537,Bus,POINT (-121.979147999 37.304537),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Saratoga & Atherton,1,57,3,59,18,-121.987991,37.2954040000001,Bus,POINT (-121.987991 37.2954040000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Saratoga & Graves,1,57,3,59,18,-121.990143,37.29357,Bus,POINT (-121.990143 37.29357),Santa Clara,300,,,
Santa Clara Valley Transportation Authority,Saratoga & Prospect,1,57,3,59,18,-121.991612,37.29229,Bus,POINT (-121.991612 37.29229),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Monroe & Warburton,2,"21, 59",3,59,17,-121.952282,37.3561329990001,Bus,POINT (-121.952282 37.3561329990001),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Monroe & Don,2,"21, 59",3,59,17,-121.953357,37.358193,Bus,POINT (-121.953357 37.358193),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Monroe & Cabrillo,2,"21, 59",3,59,17,-121.954638999,37.3598270000001,Bus,POINT (-121.954638999 37.3598270000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Monroe & Scott,2,"21, 59",3,59,17,-121.959086,37.3610830000001,Bus,POINT (-121.959086 37.3610830000001),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,White & Quimby,1,71,3,59,19,-121.797035,37.325674,Bus,POINT (-121.797035 37.325674),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & Norwood,1,71,3,59,19,-121.798353,37.3293740010001,Bus,POINT (-121.798353 37.3293740010001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & Bon Bon,1,71,3,59,19,-121.79958,37.3330990010001,Bus,POINT (-121.79958 37.3330990010001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & Marten,1,71,3,59,19,-121.809051001,37.3452570000001,Bus,POINT (-121.809051001 37.3452570000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & Candler,1,71,3,59,19,-121.814612001,37.3513400000001,Bus,POINT (-121.814612001 37.3513400000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & Lieb,1,71,3,59,19,-121.817778,37.354813,Bus,POINT (-121.817778 37.354813),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & Madeline,1,71,3,59,19,-121.831763,37.370344001,Bus,POINT (-121.831763 37.370344001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & McKee,1,71,3,59,19,-121.836016,37.3758130000001,Bus,POINT (-121.836016 37.3758130000001),Santa Clara,358,,,
Santa Clara Valley Transportation Authority,White & Modred,1,71,3,59,19,-121.840365,37.3815020010001,Bus,POINT (-121.840365 37.3815020010001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,White & Mabury,1,71,3,59,19,-121.842322001,37.3841150010001,Bus,POINT (-121.842322001 37.3841150010001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Piedmont & Suncrest,1,71,3,59,20,-121.845454,37.396895,Bus,POINT (-121.845454 37.396895),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Piedmont & Old Piedmont,1,71,3,59,20,-121.849655001,37.4059120000001,Bus,POINT (-121.849655001 37.4059120000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Piedmont & Trafalgar,1,71,3,59,20,-121.853495,37.4116719990001,Bus,POINT (-121.853495 37.4116719990001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Landess & Montara,1,71,3,59,20,-121.866635,37.4196710000001,Bus,POINT (-121.866635 37.4196710000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,10th & San Antonio,1,73,3,59,18,-121.878477,37.3371520000001,Bus,POINT (-121.878477 37.3371520000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,10th & San Salvador,1,73,3,59,18,-121.876362,37.3342850000001,Bus,POINT (-121.876362 37.3342850000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,10th & Reed,1,73,3,59,18,-121.874190999,37.331439001,Bus,POINT (-121.874190999 37.331439001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,10th & Martha,1,73,3,59,18,-121.870912,37.3269730000001,Bus,POINT (-121.870912 37.3269730000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Senter & Alma,1,73,3,59,18,-121.861742,37.321352,Bus,POINT (-121.861742 37.321352),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Phelan,1,73,3,59,18,-121.858485001,37.3179650010001,Bus,POINT (-121.858485001 37.3179650010001),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Needles,1,73,3,59,18,-121.856836,37.3162320000001,Bus,POINT (-121.856836 37.3162320000001),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Burke,1,73,3,59,18,-121.851122,37.311025,Bus,POINT (-121.851122 37.311025),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Tully,1,73,3,59,18,-121.847452,37.30753,Bus,POINT (-121.847452 37.30753),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Baltic,1,73,3,59,18,-121.845213999,37.305213999,Bus,POINT (-121.845213999 37.305213999),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Umbarger,1,73,3,59,18,-121.841632,37.3014860000001,Bus,POINT (-121.841632 37.3014860000001),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Balfour,1,73,3,59,18,-121.840114,37.299930999,Bus,POINT (-121.840114 37.299930999),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Senter & Lewis,1,73,3,59,18,-121.838086,37.297938,Bus,POINT (-121.838086 37.297938),Santa Clara,238,,,
Santa Clara Valley Transportation Authority,Senter & Southside,1,73,3,59,18,-121.834794,37.294771,Bus,POINT (-121.834794 37.294771),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Landess & Clear Lake,1,71,3,59,20,-121.871377,37.4175930000001,Bus,POINT (-121.871377 37.4175930000001),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,Saratoga & Stevens Creek,1,59,3,59,17,-121.96917,37.32381,Bus,POINT (-121.96917 37.32381),Santa Clara,118,,,
Santa Clara Valley Transportation Authority,California & Ortega,2,"21, 40",3,60,18,-122.104346,37.401551,Bus,POINT (-122.104346 37.401551),Santa Clara,244,,,
Santa Clara Valley Transportation Authority,Mountain View Transit Center (Bay 5),1,40,3,60,17,-122.076944,37.3943550000001,Bus,POINT (-122.076944 37.3943550000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,Monroe & Stardust,2,"21, 59",3,60,17,-121.955429,37.360167,Bus,POINT (-121.955429 37.360167),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,San Carlos & 10th,1,72,3,60,20,-121.877166,37.336102,Bus,POINT (-121.877166 37.336102),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,San Carlos & 13th,1,72,3,60,20,-121.874748,37.3372460000001,Bus,POINT (-121.874748 37.3372460000001),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,San Carlos & 17th,1,72,3,60,20,-121.870922,37.339076,Bus,POINT (-121.870922 37.339076),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,San Antonio & 18th,1,72,3,60,20,-121.870204,37.3406370000001,Bus,POINT (-121.870204 37.3406370000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,San Antonio & 21st,1,72,3,60,20,-121.867187,37.3425260000001,Bus,POINT (-121.867187 37.3425260000001),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,San Antonio & 24th,1,72,3,60,20,-121.864942,37.3439230010001,Bus,POINT (-121.864942 37.3439230010001),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & I-280,1,72,3,60,20,-121.856317,37.335275,Bus,POINT (-121.856317 37.335275),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Story,1,72,3,60,20,-121.853394,37.3323,Bus,POINT (-121.853394 37.3323),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Winslow,1,72,3,60,20,-121.851459,37.330338,Bus,POINT (-121.851459 37.330338),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Carnelian,1,72,3,60,20,-121.849699,37.328539,Bus,POINT (-121.849699 37.328539),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Phelan,1,72,3,60,19,-121.846141,37.3249000000001,Bus,POINT (-121.846141 37.3249000000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Glenfinnan,1,72,3,60,19,-121.843465,37.3221560000001,Bus,POINT (-121.843465 37.3221560000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Summerside,1,72,3,60,19,-121.83942,37.3180180000001,Bus,POINT (-121.83942 37.3180180000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Tully,1,72,3,60,19,-121.836911,37.3154400000001,Bus,POINT (-121.836911 37.3154400000001),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Candia,1,72,3,60,19,-121.833977,37.312417,Bus,POINT (-121.833977 37.312417),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Mallott,1,72,3,60,19,-121.831128001,37.3094669990001,Bus,POINT (-121.831128001 37.3094669990001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Umbarger,1,72,3,60,19,-121.828156,37.306388,Bus,POINT (-121.828156 37.306388),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Sylvia,1,72,3,60,19,-121.82644,37.3046130000001,Bus,POINT (-121.82644 37.3046130000001),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Shadowfax,1,72,3,60,19,-121.822096,37.3013700000001,Bus,POINT (-121.822096 37.3013700000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Capitol,1,72,3,60,19,-121.820646,37.299949,Bus,POINT (-121.820646 37.299949),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,McLaughlin & Theoden,1,72,3,60,19,-121.818384,37.2982730000001,Bus,POINT (-121.818384 37.2982730000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Muriel,1,72,3,60,19,-121.816391,37.2963360000001,Bus,POINT (-121.816391 37.2963360000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,McLaughlin & Valdosta,1,72,3,60,19,-121.815166,37.294609,Bus,POINT (-121.815166 37.294609),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,Yerba Buena & McLaughlin,1,72,3,60,19,-121.81427,37.291888,Bus,POINT (-121.81427 37.291888),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,Yerba Buena & Tuers,1,72,3,60,19,-121.817664,37.290695,Bus,POINT (-121.817664 37.290695),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,Yerba Buena & Sunbrook,1,72,3,60,19,-121.820467,37.2887380000001,Bus,POINT (-121.820467 37.2887380000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,Sylvandale & Nash,1,72,3,60,19,-121.824474001,37.287914001,Bus,POINT (-121.824474001 37.287914001),Santa Clara,242,,,
Santa Clara Valley Transportation Authority,Senter & Capitol,1,73,3,60,18,-121.833977,37.2944200000001,Bus,POINT (-121.833977 37.2944200000001),Santa Clara,344,,,
Santa Clara Valley Transportation Authority,Senter & Oldham,1,73,3,60,18,-121.839809,37.2998830000001,Bus,POINT (-121.839809 37.2998830000001),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,Senter & Kelley Park,1,73,3,60,18,-121.864208,37.324325,Bus,POINT (-121.864208 37.324325),Santa Clara,120,,,
Santa Clara Valley Transportation Authority,11th & Martha,1,73,3,60,18,-121.869638,37.327437,Bus,POINT (-121.869638 37.327437),Santa Clara,120,,,
